timestamp,app_name
2025-08-26T02:48:52.988439,Code.exe
2025-08-26T02:48:57.995131,chrome.exe
2025-08-26T02:49:17.998041,explorer.exe
2025-08-26T09:13:59.708218,Code.exe
2025-08-26T09:14:14.712686,chrome.exe
2025-08-26T09:19:34.756336,Code.exe
2025-08-26T09:19:49.758380,ApplicationFrameHost.exe
2025-08-26T09:20:29.763543,explorer.exe
2025-08-26T09:20:39.764883,chrome.exe
2025-08-26T09:21:14.769410,explorer.exe
2025-08-26T09:21:19.771541,Spotify.exe
2025-08-26T09:21:59.777098,chrome.exe
2025-08-26T09:22:09.778707,Spotify.exe
2025-08-26T09:22:14.779513,chrome.exe
2025-08-26T10:05:40.150945,Code.exe
2025-08-26T10:05:50.169013,chrome.exe
2025-08-26T10:06:15.211354,Spotify.exe
2025-08-26T10:06:20.216294,chrome.exe
2025-08-26T10:10:30.273090,ShellExperienceHost.exe
2025-08-26T10:10:35.274154,chrome.exe
2025-08-26T10:29:30.602073,Code.exe
2025-08-26T10:29:55.604978,chrome.exe
2025-08-26T10:32:30.628933,ShellHost.exe
2025-08-26T10:32:35.631405,chrome.exe
2025-08-26T11:05:20.875265,Code.exe
2025-08-26T11:05:30.877548,chrome.exe
2025-08-26T11:11:20.920873,explorer.exe
2025-08-26T11:11:25.921795,ApplicationFrameHost.exe
2025-08-26T11:11:45.923676,explorer.exe
2025-08-26T11:11:50.924790,chrome.exe
2025-08-26T11:26:51.035301,ApplicationFrameHost.exe
2025-08-26T11:26:56.036513,Code.exe
2025-08-26T11:27:06.037968,chrome.exe
2025-08-26T11:43:51.152579,explorer.exe
2025-08-26T11:43:56.153673,chrome.exe
2025-08-26T11:51:31.209259,explorer.exe
2025-08-26T11:51:36.210233,ApplicationFrameHost.exe
2025-08-26T11:59:41.267752,explorer.exe
2025-08-26T11:59:46.268882,chrome.exe
2025-08-26T12:43:06.671773,ShellExperienceHost.exe
2025-08-26T12:43:11.672925,chrome.exe
2025-08-26T12:44:16.681887,explorer.exe
2025-08-26T12:44:26.683651,Code.exe
2025-08-26T12:45:31.692452,ms-teams.exe
2025-08-26T12:45:41.698962,Code.exe
2025-08-26T12:46:51.708071,chrome.exe
2025-08-26T12:47:06.710245,explorer.exe
2025-08-26T12:47:11.711039,chrome.exe
2025-08-26T12:47:16.712144,ApplicationFrameHost.exe
2025-08-26T12:47:41.715906,Code.exe
2025-08-26T12:47:46.717010,chrome.exe
2025-08-26T12:47:56.718552,ApplicationFrameHost.exe
2025-08-26T12:49:16.730202,chrome.exe
2025-08-26T12:50:16.738087,explorer.exe
2025-08-26T12:50:21.738891,chrome.exe
2025-08-26T12:51:46.749000,explorer.exe
2025-08-26T12:51:51.751122,chrome.exe
2025-08-26T13:13:41.911077,ApplicationFrameHost.exe
2025-08-26T13:13:46.912350,explorer.exe
2025-08-26T13:13:51.913045,Spotify.exe
2025-08-26T13:13:56.914050,ShellHost.exe
2025-08-26T13:14:06.915842,Spotify.exe
2025-08-26T13:14:16.917647,chrome.exe
2025-08-26T13:14:26.919380,explorer.exe
2025-08-26T13:14:31.920231,Spotify.exe
2025-08-26T14:00:37.298627,explorer.exe
2025-08-26T14:00:42.299954,ApplicationFrameHost.exe
2025-08-26T14:00:47.301798,Code.exe
2025-08-26T14:01:12.304963,SearchHost.exe
2025-08-26T14:01:17.306479,Canva.exe
2025-08-26T14:01:32.308366,Code.exe
2025-08-26T14:01:37.309573,ApplicationFrameHost.exe
2025-08-26T14:01:42.310188,explorer.exe
2025-08-26T14:01:52.311387,chrome.exe
2025-08-26T14:13:22.394099,explorer.exe
2025-08-26T14:13:27.394939,chrome.exe
2025-08-26T14:13:42.397304,explorer.exe
2025-08-26T14:13:47.398166,chrome.exe
2025-08-26T14:19:07.438186,SearchHost.exe
2025-08-26T14:19:12.439297,ms-teams.exe
2025-08-26T14:19:32.442149,chrome.exe
2025-08-26T14:20:02.445566,ms-teams.exe
2025-08-26T14:20:22.448384,chrome.exe
2025-08-26T14:20:27.449426,explorer.exe
2025-08-26T14:20:32.450360,chrome.exe
2025-08-26T14:22:27.466150,SnippingTool.exe
2025-08-26T14:22:42.468492,chrome.exe
2025-08-26T14:22:52.469961,ShellExperienceHost.exe
2025-08-26T14:22:57.471189,PickerHost.exe
2025-08-26T14:23:07.472463,chrome.exe
2025-08-26T14:23:37.475912,SnippingTool.exe
2025-08-26T14:23:57.478771,chrome.exe
2025-08-26T14:24:07.480330,SnippingTool.exe
2025-08-26T14:24:12.481451,PickerHost.exe
2025-08-26T14:24:22.482669,chrome.exe
2025-08-26T14:24:37.485314,explorer.exe
2025-08-26T14:24:42.486139,chrome.exe
2025-08-26T14:25:32.493747,explorer.exe
2025-08-26T14:25:42.495155,chrome.exe
2025-08-26T14:25:47.498316,explorer.exe
2025-08-26T14:25:52.499249,chrome.exe
2025-08-26T14:27:27.509803,ApplicationFrameHost.exe
2025-08-26T14:28:02.514872,chrome.exe
2025-08-26T14:28:27.518175,explorer.exe
2025-08-26T14:28:32.519174,chrome.exe
2025-08-26T14:35:42.574616,ApplicationFrameHost.exe
